id	name	information	external_website	venue	city_name	country_id	venue_address	venue_details	cell_name	cancelled	event_specs	delegates	organizers	year	month	day	end_year	end_month	end_day	latitude_microdegrees	longitude_microdegrees
24HoursinFlen2023	24 Hours in Flen 2023	Varmt välkomna till denna 24-timmarstävling i Flen! Precis som vanligt så är alla som önskar varmt välkomna att delta, men vi vill ändå utfärda en kraftig varning kring att tävlingen pågår nonstop i just 24 timmar, och har ett väldigt speciellt koncept. Därför passar tävlingen sannolikt inte varken nya eller yngre deltagare särskilt bra. Läs gärna igenom alla flikar på denna sida så du inte missar någon viktig information, särskilt fliken **koncept**. Notera också att en sängplats (vandrarhemsstandard) över natten samt frukost ingår i anmälningsavgiften, i samma hus som tävlingen genomförs i. -- A warm welcome to this 24-hour competition in Flen! Just as usual, everyone who wishes is warmly welcome to participate, but we still want to issue a strong warning that the competition runs non-stop for exactly 24 hours, and has a very special concept. Therefore, the competition probably does not suit neither new or younger participants very well. Please read through all the tabs on this page so you don't miss any important information, especially the **concept** tab. Also note that a hostel style bed and breakfast is included in the registration fee, in the same house as the competition will take place in.	NULL	Gula Längan	Flen	Sweden	Hammarvallen 3, 642 37 Flen	Common room	24 Hours in Flen 2023	0	222 333 333bf 333fm 333mbf 333oh 444 444bf 555 555bf 666 777 clock minx pyram skewb sq1	[{Daniel Wallin}{mailto:567@worldcubeassociation.org}] [{Helmer Ewert}{mailto:13064@worldcubeassociation.org}] [{Leo Lindqvist}{mailto:32202@worldcubeassociation.org}] [{Peter Hugosson-Miller}{mailto:193382@worldcubeassociation.org}] [{Viktor Zenk}{mailto:17503@worldcubeassociation.org}]	[{Daniel Wallin}{mailto:567@worldcubeassociation.org}] [{SveKub}{mailto:236778@worldcubeassociation.org}] [{Viktor Zenk}{mailto:17503@worldcubeassociation.org}]	2023	7	22	2023	7	23	59055920	16571369
24HoursWarmUpinAstana2024	24 Hours Warm Up in Astana 2024	 24 Hours Warm Up in Astana 2024 – Астанадағы 24 сағаттық ашық жарыс. Бұл жарыстар 24 сағат үзіліссіз өтеді, сондықтан олар жас және жаңа қатысушыларға ұсынылмайды. Кез келген пәндер санына қатысу мүмкіндігімен базалық жарна 3000 теңгені құрайды. 1 кез келген пәнге тіркелу кезінде тіркеу жарнасы 1000 теңгені құрайды. Бұл жарыстарды QBERS TEAM ұйымдастырады. 24 Hours Warm Up in Astana 2024 - это первые открытые 24-х часовые соревнования в Астане. Данные соревнования будут проходить без перерывов 24 часа, следовательно не рекомендуются для юных и новых участников. Базовый взнос с возможностью участия в любом количестве дисциплин составляет 3000 тенге. При регистрации на 1 любую дисциплину регистрационный взнос составит 1000 тенге. Данные сореванования организованы QBERS TEAM. 24 Hours Warm Up in Astana 2024 is the first open 24-hour competition in Astana. These competitions will take place without breaks for 24 hours, therefore they are not recommended for young and new participants. The base registration fee for any number of events is 3000 tenge. If you're participating in 1 event only, the registration fee is 1000 tenge. These competition is organized by QBERS TEAM. 	NULL	Kazakh Research Institute of Processing and Food Industry	Astana	Kazakhstan	Akzhol Avenue 47	Assembly Hall	24 Hours Warm Up in Astana 2024	0	222 333 333bf 333fm 333oh 444 555 666 777 clock minx pyram skewb sq1	[{Damir Zhanataev}{mailto:69318@worldcubeassociation.org}]	[{Aidar Nadir}{mailto:188391@worldcubeassociation.org}] [{Damir Issakov}{mailto:127055@worldcubeassociation.org}] [{Damir Zhanataev}{mailto:69318@worldcubeassociation.org}]	2024	10	19	2024	10	20	51181817	71460957
2aLordagskubeniVasteras2024	2:a Lördagskuben i Västerås 2024	Välkomna till 2:a Lördagskuben i Västerås 2024! Alla är varmt välkomna att delta, oavsett om du löser kuben på 5 sekunder eller 5 minuter samt oavsett tidigare tävlingserfarenhet. Vi ber er läsa igenom alla flikar på denna sida eftersom de innehåller mycket värdefull information. -- Welcome to 2:a Lördagskuben i Västerås 2024! Everyone is welcome to participate, regardless of whether you solve the cube in 5 seconds or 5 minutes and regardless of prior competition experience. We ask you to read through all the tabs on this page as they contain very valuable information. [![](https://cuboss.se/wp-content/uploads/2024/01/cuboss-svekub-loggor.png)](https://svekub.se/om_oss/svekub-cuboss/)	NULL	Viksängsskolan	Västerås	Sweden	Viksängsgatan 23, 723 47 Västerås	Matsalen	2:a Lördagskuben i Västerås 2024	0	222 333 333bf 333oh 444 444bf 555 555bf 666 777 clock minx pyram skewb sq1	[{Daniel Wallin}{mailto:567@worldcubeassociation.org}] [{Helmer Ewert}{mailto:13064@worldcubeassociation.org}] [{Peter Hugosson-Miller}{mailto:193382@worldcubeassociation.org}]	[{Anton Löfberg}{mailto:212140@worldcubeassociation.org}] [{SveKub}{mailto:236778@worldcubeassociation.org}]	2024	3	23	2024	3	23	59607616	16584644
2AVG2014	2 AVG competition 2014		http://www.waschbaerli.com/wca/2avg/	[Scouting Paulus](http://scoutingpaulus.nl)	Delft	Netherlands	Baden Powellpad 2, Delft		2 AVG 2014	0	222 333 333bf 333oh 444 444bf 555 555bf skewb	[{Ron van Bruchem}{mailto:1@worldcubeassociation.org}]	[{Aki Kunikoshi (國越晶)}{mailto:118045@worldcubeassociation.org}] [{Arnaud van Galen}{mailto:57606@worldcubeassociation.org}]	2014	2	2	2014	2	2	52010740	4356539
2FeetofSnowinMontreal2019	2 Feet of Snow in Montreal 2019	**[FR]** Veuillez consulter les autres onglets pour des informations additionnelles sur la compétition. Nous essaierons de faire une 2e ronde de Clock si on a le temps. **[EN]** Please see the other tabs for more information about the competition. We will try to hold a 2nd round of Clock if time allows.	NULL	[Centre St-Pierre](https://www.centrestpierre.org/), #204	Montréal, Quebec	Canada	1212 Rue Panet, Montréal, QC, H2L 2Y7	La salle 204 est au 2e étage du Centre St-Pierre | Room 204 is on the 2nd floor of Centre St-Pierre	2 Feet of Snow in Montreal 2019	0	333bf 333ft clock sq1	[{Julien Gaboriaud}{mailto:144333@worldcubeassociation.org}]	[{Daniel Daoust}{mailto:55137@worldcubeassociation.org}] [{Julien Gaboriaud}{mailto:144333@worldcubeassociation.org}]	2019	12	22	2019	12	22	45518991	-73553101
2FTISanDiego2016	2FTI San Diego 2016	The cost of registration is $7+2n where n is the number of events you are competing in. Tentative events are free of cost. $1 per competitor will go towards the WCA and $1 will go towards SoCal cubing expenses. Registration closes December 6th at 11:59 PM PST; please be sure to register before then! We **will not** be taking registration at the door.	NULL	[UCSD](http://universitycenters.ucsd.edu/)	San Diego, California	USA	9500 Gilman Drive, San Diego, CA 92093	Price Center West (Ballroom AB)	2FTI San Diego 2016	0	333 333oh 666 777 minx	[{Michael Young}{mailto:255@worldcubeassociation.org}]	[{Andrew Nathenson}{mailto:15997@worldcubeassociation.org}] [{Corey Young}{mailto:7483@worldcubeassociation.org}] [{Henry Helmuth}{mailto:1144@worldcubeassociation.org}] [{Kavin Tangtartharakul}{mailto:16069@worldcubeassociation.org}]	2016	12	10	2016	12	10	32879713	-117235894
2ndGuwahatiOpen2016	2nd Guwahati Open 2016		https://guwahatiopenofficial.wordpress.com/	Foodvilla, Guwahati	Guwahati, Assam	India	Pan Bazar, Guwahati, Assam 781001		2nd Guwahati Open 2016	0	222 333 333bf 333oh 444 pyram	[{Akula Pavan Kumar}{mailto:5448@worldcubeassociation.org}]	[{Kabyanil Talukdar}{mailto:17767@worldcubeassociation.org}] [{Spondon Nath}{mailto:450@worldcubeassociation.org}]	2016	5	21	2016	5	22	26188922	91748125
2ndJogjaMiniCompetition2015	2nd Jogja Mini Competition 2015	This is a small competition after the FMC Asia 2015 (http://tinyurl.com/FMCAsia2015). The registration fee is IDR 50.000 for all events. For more info you can contact Kevin (+6287738957887). 	http://jmc2015.weebly.com/	Balai Warga Perumahan Ambarrukmo Regency	Yogyakarta, Daerah Istimewa Yogyakarta	Indonesia	Perumahan Ambarrukmo Regency I, RT 18 RW 02, Gowok, Caturtunggal, Depok, Sleman, Yogyakarta	The venue is not so far from Plaza Ambarukmo (Mall)	2nd Jogja Mini 2015	0	222 333 333bf 333mbf 333oh 444 555	[{Cendy Cahyo Rahmat}{mailto:347@worldcubeassociation.org}]	[{Bintang Kurnia Putra}{mailto:6255@worldcubeassociation.org}] [{Christophorus Kevin Octavio}{mailto:1746@worldcubeassociation.org}]	2015	11	29	2015	11	29	-7785516	110402686
2ndNegrosSpeedcubingOpen2017	2nd Negros Speedcubing Open 2017	The competition is open to all interested cubers. This is the second speedcubing competition in the island of Negros. Payment details are emailed within 7days once pre-registration is complete. Kindly follow the instructions as emailed. When doing pre-registration, be sure to accurately list you list of guests.	NULL	SM City Bacolod	Bacolod City, Negros Occidental	Philippines	SM City Bacolod, Reclamation Area, Bacolod City	3rd Floor, SMX Lobby Area	2nd Negros Speedcubing Open 2017	0	222 333 333bf 333oh 444 555 pyram skewb	[{John Edison Ubaldo (ᜇ᜔ᜌᜓ︀ᜈ᜔ ᜁᜇᜒᜐᜓ︀ᜈ᜔ ᜂᜊᜎ᜔ᜇᜓ︀)}{mailto:349@worldcubeassociation.org}]	[{Jay Benedict Alfaras}{mailto:6986@worldcubeassociation.org}] [{John Edison Ubaldo (ᜇ᜔ᜌᜓ︀ᜈ᜔ ᜁᜇᜒᜐᜓ︀ᜈ᜔ ᜂᜊᜎ᜔ᜇᜓ︀)}{mailto:349@worldcubeassociation.org}]	2017	6	10	2017	6	11	10672589	122944471
2RoundsofFMCinRzeszow2023	2 Rounds of FMC in Rzeszów 2023	Zapraszamy na dwie rundy FMa w Rzeszowie! Zwróć uwagę, że na tych zawodach NIE będą organizowane standardowe konkurencje takie jak 3x3. Druga runda odbędzie się jedynie jeżeli w konkurencji weźmie udział 8 zawodników. Zawody odbędą się w Rzeszowie, w dzielnicy Wilkowyja, w pobliżu wypożyczalni sprzętu budowlanego RENTA. Dokładny adres zawodów zostanie podany zarejestrowanym zawodnikom. Wszystkie informacje na poszczególne tematy odnoszące się zawodów można znaleźć w odpowiednich zakładkach. W razie pytań należy kontaktować się z organizatorami. --------- We invite you to two rounds of FMC in Rzeszów! Please note that standard events such as 3x3 will NOT be held at this event. Second round will only take place if 8 competitors participate in an event. The competition will take place in Rzeszów, in the Wilkowyja district, near the RENTA construction equipment rental. The exact address of the competition will be given to registered competitors All information on individual topics related to the competition can be found in the appropriate tabs. If you have any questions, please contact the organizers.	NULL	Private residence	Rzeszów	Poland	Address will be provided to registered competitors after registration ends	Follow the signs	2 Rounds of FMC in Rzeszów 2023	0	333fm	[{Przemysław Rogalski}{mailto:1686@worldcubeassociation.org}]	[{Kacper Paweł Dworak}{mailto:208487@worldcubeassociation.org}]	2023	11	10	2023	11	10	50038998	22053605
2x2at2inPrague2024	2x2 at 2 in Prague 2024	# **Soutěž bude probíhat přes noc!!!** Prosíme, zvažte dobře svou registraci. # **This competition will take place overnight!!!** Make sure to consider your registration thoroughly. 	NULL	[DDM Ulita](https://www.ulita.cz) 	Praha	Czech Republic	Na Balkáně 2866/17a, 130 00 Praha 3	Velký sál, následujte šipky 	2x2 at 2 in Prague 2024	0	222 333 333oh 444 555 666 777 pyram sq1	[{Emma Beranová}{mailto:169302@worldcubeassociation.org}]	[{Veronika Becková}{mailto:19658@worldcubeassociation.org}]	2024	8	31	2024	9	1	50094509	14481820
2x2CubeMastersBogota2023	2x2 Cube Masters Bogotá 2023	Organizadores/Organizers: Juan Camilo González Barragán Speedcubing Colombia Patrocinadores/Sponsors: Edurubiks	NULL	Salón Comunal Villa del Río	Bogotá	Colombia	Calle 55A sur # 66-50	Primer piso	2x2 Cube Masters Bogotá 2023	0	222 333 333oh minx	[{Dennis Rosero}{mailto:5593@worldcubeassociation.org}] [{Manuel Popayán}{mailto:42265@worldcubeassociation.org}]	[{Juan Camilo González Barragán}{mailto:48502@worldcubeassociation.org}] [{Speedcubing Colombia}{mailto:324522@worldcubeassociation.org}]	2023	11	26	2023	11	26	4601995	-74157221
2x2inaMadisonLodge2022	2x2 in a Madison Lodge 2022	While 2x2 is the main event of this competition, 3x3 is still featured. We hope you'll join us in Madison this December! 	NULL	Wisconsin Masonic Center	Madison, Wisconsin	USA	301 Wisconsin Ave, Madison, WI 53703	Grand Ballroom	2x2 in a Madison Lodge 2022	0	222 333 555 pyram sq1	[{Carter Kucala}{mailto:31001@worldcubeassociation.org}] [{James Quinn}{mailto:10111@worldcubeassociation.org}]	[{Simon Kellum}{mailto:24542@worldcubeassociation.org}] [{Zeke Mackay}{mailto:19818@worldcubeassociation.org}]	2022	12	3	2022	12	3	43077407	-89386762
2x2inTamakiMakaurau2025	2x2 in Tāmaki Makaurau 2025	2x2 in Tāmaki Makaurau 2025 is an official World Cube Association (WCA) sanctioned speedcubing competition. This competition is open to all competitors regardless of age, experience, or skill. No prior experience in WCA competitions is necessary. Please make sure to read all the information in the FAQ and other tabs before registering. All competitors should be familiar with the information in these tabs. ![](https://www.worldcubeassociation.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsiZGF0YSI6ODg3NTEsInB1ciI6ImJsb2JfaWQifX0=--80252e0cd66b2379b9189773f7aeef5814b04cfe/2x2tamaki_logo_02.png) ![](https://www.worldcubeassociation.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBc0JPIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--09f328966024b349b182c10e5943a3983f83b9cd/snz_logo_v06.png) [Website](https://speedcubing.org.nz) | [Facebook](https://facebook.com/speedcubingnz) | [Instagram](https://instagram.com/speedcubingnz)	NULL	Freemans Bay Community Hall	Auckland	New Zealand	52 Hepburn Street, Freemans Bay, Auckland 1011	Auditorium	2x2 in Tāmaki Makaurau 2025	0	222 333 555 666 777 clock	[{Caleb Hall}{mailto:150463@worldcubeassociation.org}] [{Jack Maddigan}{mailto:186750@worldcubeassociation.org}] [{Nick Ng}{mailto:250946@worldcubeassociation.org}]	[{Ram Thakkar (राम ठक्कर)}{mailto:7839@worldcubeassociation.org}] [{Yuki Gao}{mailto:177546@worldcubeassociation.org}]	2025	8	16	2025	8	16	-36853159	174751147
30thAnniversaryMegaHouse2010	30th Anniversary MegaHouse Cup 2010		http://jrca.cc/modules/d3forum/index.php?topic_id=55#post_id436	[National Olympics Memorial Youth Center](http://nyc.niye.go.jp/) (day 1) [Mediage Atrium](http://www.aquacity.jp/) (day 2)	Tokyo	Japan	3-1 Yoyogi Kamizono-cho, Shibuya-ku (day 1) 1-7-1 Daiba, Minato-ku (day 2)		MegaHouse Cup 2010	0	222 333 333bf 333oh 444 555 magic	[{Yuji Suse (巣瀬雄史)}{mailto:313@worldcubeassociation.org}]	[{JRCA関西支部}{mailto:74960@worldcubeassociation.org}]	2010	7	24	2010	7	25	35689487	139691706
333OnlyHamiltonA2022	3x3x3 Only Hamilton A 2022	This is a competition in a series with [Hamilton Side Events 2022](https://www.worldcubeassociation.org/competitions/HamiltonSideEvents2022) and [3x3x3 Only Hamilton B 2022](https://www.worldcubeassociation.org/competitions/333OnlyHamiltonB2022). You will only be able to register for **one** of these three competitions. Attempting to register for more than one of these competitions will result in only one of your registrations being accepted. This competition is targeted towards new competitors, but you do not have to be a new competitor to register for this competition.	NULL	McMaster University	Hamilton, Ontario	Canada	1280 Main Street West, Hamilton	McMaster University Student Centre - CIBC Hall, 3rd Floor	3x3x3 Only Hamilton A 2022	0	333	[{Abdullah Gulab}{mailto:6898@worldcubeassociation.org}] [{Jonathan Esparaz}{mailto:12958@worldcubeassociation.org}] [{Liam Orovec}{mailto:5952@worldcubeassociation.org}] [{Sarah Strong}{mailto:1352@worldcubeassociation.org}]	[{Abdullah Gulab}{mailto:6898@worldcubeassociation.org}] [{Fatima Gulab}{mailto:116519@worldcubeassociation.org}] [{Jonathan Esparaz}{mailto:12958@worldcubeassociation.org}] [{Liam Orovec}{mailto:5952@worldcubeassociation.org}] [{Sarah Strong}{mailto:1352@worldcubeassociation.org}]	2022	5	29	2022	5	29	43262244	-79920286
333OnlyHamiltonB2022	3x3x3 Only Hamilton B 2022	This is a competition in a series with [Hamilton Side Events 2022](https://www.worldcubeassociation.org/competitions/HamiltonSideEvents2022) and [3x3x3 Only Hamilton A 2022](https://www.worldcubeassociation.org/competitions/333OnlyHamiltonA2022). You will only be able to register for **one** of these three competitions. Attempting to register for more than one of these competitions will result in only one of your registrations being accepted. This competition is targeted towards new competitors, but you do not have to be a new competitor to register for this competition.	NULL	McMaster University	Hamilton, Ontario	Canada	1280 Main Street West, Hamilton	McMaster University Student Centre - CIBC Hall, 3rd Floor	3x3x3 Only Hamilton B 2022	0	333	[{Abdullah Gulab}{mailto:6898@worldcubeassociation.org}] [{Jonathan Esparaz}{mailto:12958@worldcubeassociation.org}] [{Liam Orovec}{mailto:5952@worldcubeassociation.org}] [{Sarah Strong}{mailto:1352@worldcubeassociation.org}]	[{Abdullah Gulab}{mailto:6898@worldcubeassociation.org}] [{Fatima Gulab}{mailto:116519@worldcubeassociation.org}] [{Jonathan Esparaz}{mailto:12958@worldcubeassociation.org}] [{Liam Orovec}{mailto:5952@worldcubeassociation.org}] [{Sarah Strong}{mailto:1352@worldcubeassociation.org}]	2022	5	29	2022	5	29	43262244	-79920286
33TrentiniATrento2025	Trentatré Trentini Entrarono a Trento 2025	**Note: you will have to pay 10€ extra at the venue if you are not a Cubing Italy member.** Membership is free! More info in the [Registration tab](https://www.worldcubeassociation.org/competitions/33TrentiniATrento2025#51769-registration-registrazione-faq). --- **Nota: dovrai pagare altri 10€ in loco se non sei un socio di Cubing Italy.** Associarsi è gratis! Scopri come nella [Sezione Registrazione](https://www.worldcubeassociation.org/competitions/33TrentiniATrento2025#51769-registration-registrazione-faq). 	NULL	Sala Video Nichelatti	Povo, Trento	Italy	via Don T. Dallafior, 7		33 Trentini a Trento 2025	0	333bf 333fm 333mbf 444bf 555 666 777 clock minx sq1	[{Fabian Tomasović}{mailto:184971@worldcubeassociation.org}] [{Mattia Pasquini}{mailto:135257@worldcubeassociation.org}]	[{Cubing Italy}{mailto:1278@worldcubeassociation.org}] [{Enrico Tenuti}{mailto:61837@worldcubeassociation.org}] [{Fabian Tomasović}{mailto:184971@worldcubeassociation.org}]	2025	7	5	2025	7	6	46064867	11153483
345CubeDayAllen2019	345 Cube Day Allen 2019	***Please note that this schedule is subject to change, as we may hold events slightly earlier or later than shown depending on whether the competition is running ahead of schedule or behind schedule.*** This competition is recognized as an official World Cube Association competition. Therefore, ***all competitors should be familiar with the WCA regulations. If you are new to competing, you may want to look at CubingUSA's Competitor Tutorial.***	NULL	[COURTYARD DALLAS ALLEN AT ALLEN EVENT CENTER](https://www.marriott.com/hotels/travel/dalan-courtyard-dallas-allen-at-the-john-q-hammons-center/)	Allen, Texas	USA	210 E Stacy Rd, Allen, TX 75002	Cottonwood Ballrooms	345 Cube Day Allen 2019	0	333 333bf 333mbf 444 444bf 555 555bf	[{Jae Park}{mailto:21148@worldcubeassociation.org}]	[{Andres Rodriguez}{mailto:6143@worldcubeassociation.org}] [{Azhar Virani}{mailto:9555@worldcubeassociation.org}] [{Jae Park}{mailto:21148@worldcubeassociation.org}] [{Jeff Park}{mailto:19911@worldcubeassociation.org}] [{Mahith Bandi}{mailto:22136@worldcubeassociation.org}] [{Vincent Chen}{mailto:89663@worldcubeassociation.org}]	2019	10	13	2019	10	13	33128501	-96654290
360DegreesWellnessOpen2015	360 Degrees Wellness Open 2015	Registration fee is 200php for the first 3 events and additional 50php per extra event. Payment is needed for competitors coming from the Philippines before WCA registration will be approved. For more info, kindly check Pinoy Cubers facebook page or message the admins for details.	http://pinoycubersgroup.webs.com/360dwo-2015	[Blue Acacia Events Place](https://www.facebook.com/blueacaciaeventsplace?fref=ts)	Antipolo, Rizal	Philippines	I. Tapales Street, Antipolo, Rizal, Philippines	The competition will be held at the basement.	360 DWO 2015	0	222 333 333bf 333oh 444 555 pyram	[{John Edison Ubaldo (ᜇ᜔ᜌᜓ︀ᜈ᜔ ᜁᜇᜒᜐᜓ︀ᜈ᜔ ᜂᜊᜎ᜔ᜇᜓ︀)}{mailto:349@worldcubeassociation.org}]	[{Lorenzo Bonoan}{mailto:1269@worldcubeassociation.org}]	2015	8	9	2015	8	9	14580829	121177808
360DegreeWellnessOpen2014	360 Degree Wellness Open 2014	Competition is limited only to 25 competitors. First come first join per discretion of the organizer.	http://pinoycubers.webs.com/360dwo2k14.htm	360 Degree Wellness Center	QUEZON	Philippines	337 Katipunan Avenue, Loyola Heights	3rd Floor	360 DWO 2014	0	222 333 333bf 333oh 444 555	[{Jonathan Papa}{mailto:1627@worldcubeassociation.org}]	[{Lorenzo Bonoan}{mailto:1269@worldcubeassociation.org}]	2014	8	30	2014	8	30	14644234	121074237
3BLDonaMadisonMoNona2024	3BLD on a Madison MoNona 2024	Spectators are allowed, but please make sure to be quiet and curteous towards competitors. We would not recommend attending during any 3x3x3 Fewest Moves attempts (see Schedule tab). This competition is supported by the [Midwest Cubing Assocation](https://www.midwestcubing.org/). ![](https://www.worldcubeassociation.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcEE5IiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--f0c6a086505e69b91939fee18713404cbb6553d5/image.png)	NULL	Monona Terrace	Madison, Wisconsin	USA	1 John Nolen Dr, Madison, WI 53703	Meeting Rooms M+N	3BLD on a Madison MoNona 2024	0	333bf 333fm 333mbf 444bf 555bf clock	[{Carter Kucala}{mailto:31001@worldcubeassociation.org}] [{Joshua Feran}{mailto:7944@worldcubeassociation.org}] [{Simon Kellum}{mailto:24542@worldcubeassociation.org}] [{Zeke Mackay}{mailto:19818@worldcubeassociation.org}]	[{Carter Kucala}{mailto:31001@worldcubeassociation.org}] [{Midwest Cubing Association}{mailto:310337@worldcubeassociation.org}] [{Simon Kellum}{mailto:24542@worldcubeassociation.org}] [{Zeke Mackay}{mailto:19818@worldcubeassociation.org}]	2024	2	17	2024	2	18	43071556	-89380278
3eLordagskubeniVasteras2024	3:e Lördagskuben i Västerås 2024	Välkomna till 3:e Lördagskuben i Västerås 2024! Alla är varmt välkomna att delta, oavsett om du löser kuben på 5 sekunder eller 5 minuter samt oavsett tidigare tävlingserfarenhet. Vi ber er läsa igenom alla flikar på denna sida eftersom de innehåller mycket värdefull information. -- Welcome to 3:e Lördagskuben i Västerås 2024! Everyone is welcome to participate, regardless of whether you solve the cube in 5 seconds or 5 minutes and regardless of prior competition experience. We ask you to read through all the tabs on this page as they contain very valuable information. [![](https://cuboss.se/wp-content/uploads/2024/01/cuboss-svekub-loggor.png)](https://svekub.se/om_oss/svekub-cuboss/)	NULL	Viksängsskolan	Västerås	Sweden	Viksängsgatan 23, 723 47 Västerås	Matsalen	3:e Lördagskuben i Västerås 2024	0	222 333 333bf 333oh 444 444bf 555 555bf 666 777 clock minx pyram skewb sq1	[{Daniel Wallin}{mailto:567@worldcubeassociation.org}] [{Helmer Ewert}{mailto:13064@worldcubeassociation.org}] [{Peter Hugosson-Miller}{mailto:193382@worldcubeassociation.org}]	[{Anton Löfberg}{mailto:212140@worldcubeassociation.org}] [{SveKub}{mailto:236778@worldcubeassociation.org}]	2024	6	1	2024	6	1	59607616	16584644
3FMCRoundsinRzeszow2023	3 FMC Rounds in Rzeszów 2023	Pierwsze ogłoszone zawody w Polsce z trzema rundami konkurencji FMC! Zwróć uwagę, że na tych zawodach NIE będą organizowane standardowe konkurencje takie jak 3x3. Wszystkie informacje na poszczególne tematy odnoszące się zawodów można znaleźć w odpowiednich zakładkach. W razie jakichkolwiek pytań, szczególnie tych dotyczących dojazdu do Rzeszowa i miejsca zawodów prosimy o kontakt z organizatorami. --- The first announced competition in Poland with three rounds of FMC! Please note that standard events such as 3x3 will NOT be held at this event. All information on individual topics related to the competition can be found in the appropriate tabs. If you have any questions, especially those regarding access to Rzeszów and the venue of the competition, please contact the organizers.	https://www.facebook.com/events/739246644465154/?active_tab=discussion	[Rzeszowski Dom Kultury filia Budziwój](https://budziwoj.rdk.rzeszow.pl/)	Rzeszów	Poland	Budziwojska 194, 35-317 Rzeszów	Up the stairs and on the right	3 FMC Rounds in Rzeszów 2023	0	333fm	[{Karol Zakrzewski}{mailto:15338@worldcubeassociation.org}]	[{Kacper Paweł Dworak}{mailto:208487@worldcubeassociation.org}]	2023	7	21	2023	7	22	49966759	21980017
3MolaOpen2010	3Mola Open 2010		http://www.kostkarubika.org/	Pier-Brzezno	Gdańsk	Poland	Pier-Brzezno 80-363 Gdansk		3Mola Open 2010	0	222 333 333bf 333oh 444 555 magic pyram	[{Adam Joks}{mailto:1592@worldcubeassociation.org}]	[{Adam Polkowski}{mailto:293@worldcubeassociation.org}]	2010	6	12	2010	6	12	54414116	18624948
3MolaOpen2011	3Mola Open 2011		http://www.kostkarubika.org/	Pier-Brzezno	Gdańsk	Poland	Pier-Brzezno 80-363 Gdansk		3Mola Open 2011	0	222 333 333bf 333oh 444 555 magic mmagic pyram sq1	[{Adam Polkowski}{mailto:293@worldcubeassociation.org}]	[{Adam Polkowski}{mailto:293@worldcubeassociation.org}]	2011	6	4	2011	6	4	54414116	18624948
3MoreFMCRoundsinRzeszow2023	3 More FMC Rounds in Rzeszów 2023	Drugie ogłoszone zawody w Polsce z trzema rundami konkurencji FMC! Zwróć uwagę, że na tych zawodach NIE będą organizowane standardowe konkurencje takie jak 3x3. Wszystkie informacje na poszczególne tematy odnoszące się zawodów można znaleźć w odpowiednich zakładkach. W razie jakichkolwiek pytań, szczególnie tych dotyczących dojazdu do Rzeszowa i miejsca zawodów prosimy o kontakt z organizatorami. --- Second announced competition in Poland with three rounds of FMC! Please note that standard events such as 3x3 will NOT be held at this event. All information on individual topics related to the competition can be found in the appropriate tabs. If you have any questions, especially those regarding access to Rzeszów and the venue of the competition, please contact the organizers.	https://www.facebook.com/events/739246644465154/?active_tab=discussion	[Rzeszowski Dom Kultury filia Staromieście](https://staromiescie.rdk.rzeszow.pl/)	Rzeszów	Poland	Staromiejska 43a, 35-231 Rzeszów	Main hall on the ground floor	3 More FMC Rounds Rzeszów 2023	0	333fm	[{Karol Zakrzewski}{mailto:15338@worldcubeassociation.org}]	[{Kacper Paweł Dworak}{mailto:208487@worldcubeassociation.org}]	2023	7	22	2023	7	23	50059044	21999723
3rdCoastCubing2019	3rd Coast Cubing 2019	In Holland, we are surrounded by beautiful beaches on the coast of Lake Michigan. With the first WCA competition to take place in Holland, we hope that you will all set PBs by the beach. There will be TWO rounds of Redi cube in this competition for the MoYu Redi Cube Cup. This is not an official WCA event, so these rounds do not appear in the Events tab, but they are listed on the schedule. The only requirement is that you know how to solve, and have a redi cube.	NULL	Haworth Inn and Conference Center	Holland, Michigan	USA	225 College Avenue, Holland MI  49423	In the ballroom.	3rd Coast Cubing 2019	0	222 333 333bf 444 555 pyram sq1	[{James Hildreth}{mailto:319@worldcubeassociation.org}] [{Joshua Feran}{mailto:7944@worldcubeassociation.org}]	[{Ian Krueger}{mailto:38096@worldcubeassociation.org}] [{Joshua Elwood}{mailto:38101@worldcubeassociation.org}] [{Noah Bonnema}{mailto:127793@worldcubeassociation.org}]	2019	7	20	2019	7	20	42788971	-86103276
3rdGuwahatiOpen2017	3rd Guwahati Open 2017	Registrations will be open online till 7th June. There will be on spot registration but participants are advised to register online as spot registrations are limited (FCFS). The registration fee payment can be done at the venue. Please see the payments tab for detailed instructions.	NULL	Cotton College	Guwahati, Assam	India	Pan Bazar, Guwahati, Assam 781001	KBR Hall	3rd Guwahati Open 2017	0	222 333 333bf 333oh 444 555 minx pyram skewb	[{Hari Anirudh}{mailto:8111@worldcubeassociation.org}]	[{Kabyanil Talukdar}{mailto:17767@worldcubeassociation.org}]	2017	6	10	2017	6	11	26187337	91746709
